"Entity","Domain","Column_Count","Relationship_Count","Parent_Entity","Subtype_Count","Description"
"LEGAL_ACTION_OUTCOME","Other","4","2","","0","Details information about the outcome of a specific legal action such as: - Won - Lost - Contingent"
"LEGAL_ACTION_OUTCOME_TYPE","Other","2","1","","0","A code for the outcome of the legal action such as: - Won - Lost - Contingent"
"LEGAL_ACTION_PARTY_ROLE_TYPE","Party Management","2","1","","0","The role of the party to the legal action such as: - Your organization – filed the law suit - Your organization – recipient of law suit - Your insured – the injured party in a subrogation suit - Responsible party – the party being sued"
"LEGAL_ACTION_RECOVERY","Other","5","1","","0","This entity contains the probability of recovering the amounts in the legal action."
"LEGAL_ACTION_RELATED","Other","5","1","","0","Details the relationship between multiple instances of LEGAL ACTION such as: - One legal action replaces another - One legal action is a counter suit to another"
"LEGAL_ACTION_RELATED_TYPE","Other","2","1","","0","A code representing the relationship that exists between legal actions.  Examples: - One legal action replaces another - One legal action is a counter suit to another"
"LEGAL_ACTION_STATUS","Other","3","2","","0","A status history of legal actions in which the organization has an interest.  Examples: - Active - Pending filing - Closed"
"LEGAL_ACTION_STATUS_TYPE","Other","2","2","","0","A code representing the current status of the legal action.  Examples: - Active - Pending filing - Closed"
"LEGAL_ACTION_TYPE","Other","2","1","","0","A code for the type of legal action such as: - Subrogation suit - Agreement terms not met - Property lien"
"LEGAL_CLASSIFICATION","Reference Data","2","1","","0","The set of codes used in the legal classification of the businesses. Examples include sole proprietor, partnership, limited partnership, master limited partnership, corporation, S corporation, nonprofit, or trust."
"LEGAL_DOCUMENT","Other","1","0","DOCUMENT","0","This entity is a subtype to DOCUMENT and contains only those legal documents that are of interest to the enterprise.  Examples are official deeds, notary document, and any types of insurance forms and documents."
"LEGAL_ENTITY_IDENTIFIER","Other","5","0","PARTY_IDENTIFICATION","0","This entity represents the Legal Entity Identifier (LEI) number that is assigned to legal entities that are not persons by the Financial Stability Board (FSB). This number is consistent with the ISO17442 standard of 20 numeric characters. The 20 characters are decomposed as follows: - 1-4: the four-"
"LEGAL_SYSTEM","Other","5","5","","0","Legal system is a system of rules enforced by governments to govern behavior. Laws can be made by legislatures through legislation (resulting in statutes), the executive through decrees and regulations, or judges through binding precedent (normally in common law jurisdictions). Private individuals c"
"LEGAL_SYSTEM_TYPE","Other","2","1","","0","This classifies the law as either civil, common or religious law. A general distinction can be made between (a) civil law jurisdictions (including canon and socialist law), in which the legislature or other central body codifies and consolidates their laws, (b) common law systems, where judge-made p"
"LENDER_PARTY_LIABILITY","Party Management","1","1","PARTY_LIABILITY","0","This associative entity identifies the party that is the lender for a consumer's liability. For example, one party may be the first mortgage holder and another party may be the second mortgage holder."
"LETTER_OF_CREDIT_AGREEMENT","Agreement/Account","1","0","CREDIT_AGREEMENT","0","This is an agreement where one party pledges to meet the obligation on another agreement should the obligor on that agreement (third party) not meet the obligation. The parties to the agreement and their roles are in the entity PARTY AGREEMENT. This entity represents your bank as the guarantor. If o"
"LEVEL_OF_SERVICE","Other","2","2","","0","This is a code for the level of service provided.  Health examples include: - Emergency - Urgent"
"LIABILITY","Other","5","6","","0","This entity identifies all the specific liabilities held by parties. An example of a liability could be a loan on the 1978 automobile, or a specific credit card. These do not include liabilities held by your financial institution. There is one instance for each liability held by a party. The term 'l"
"LIABILITY_ACCOUNT","Agreement/Account","1","1","BALANCE_SHEET_GL_MAIN_ACCOUNT","4","The entity that indicates a general ledger account is a LIABILITY ACCOUNT. These accounts are related to a potential loss, or a financial obligation, debt or claim of money owed to owner party. Types of LIABILITY ACCOUNTs include current liability and noncurrent liability."
"LIABILITY_ACCOUNT_SUBTYPE","Agreement/Account","2","1","","0","The entity that identifies the type of liability account. Types of liability accounts are current liability and noncurrent liability."
"LIABILITY_BALANCE","Other","4","2","","0","This entity is a history of the amount owed by the customer for this liability. Many times the source of this information is credit-reporting agencies."
"LIABILITY_FEATURE","Product Management","4","2","","0","This associative entity identifies the features for this liability such as the terms and conditions for a loan."
"LIABILITY_ROLE_TYPE","Other","2","1","","0","This minor entity describes the roles that a customer has with a liability. Examples of liability roles could be cosigner, guarantor, or owner."
"LIABILITY_TYPE","Other","2","1","","0","This minor entity classifies the liabilities into a type such as credit card, car loan, and home loan. There is one instance for each liability type."
"LIENHOLDER_POSITION_TYPE","Channel Management","2","2","","0","This minor entity identifies the position that the lienholder has with the asset such as first, second, and primary."
"LIFECYCLE_TYPE","Other","2","1","","0","This minor entity identifies a code that defines where the party is in its lifecycle. For example, for a business it might be inactive, just formed and not operational, fully operational, closed and not operational, and fully active. For an individual it might be child, high school, college, young s"
"LIFE_CLAIM","Claims Management","0","0","CLAIM","0","This entity contains information specific to life insurance claims at the header level."
"LIFE_LINE_AGREEMENT","Agreement/Account","3","1","INSURANCE_AGREEMENT","0","This is a subtype to INSURANCE AGREEMENT and describes policies for the line of life insurance."
"LIFE_LINE_QUOTATION","Investment Management","5","2","INSURANCE_QUOTATION","0","This is a subtype to INSURANCE QUOTATION and contains the details of those quotations that are for the line of life insurance."
"LIFE_LINE_STRATEGY_TYPE","Other","2","2","","0","This minor entity contains the investment strategy for this life insurance policy such as equity growth, conservative, aggressive growth, or index fund."
"LIMIT_AUTHORIZATION_ORIGIN_TYPE","Other","2","1","","0","This minor entity describes how authorization for the new limit occurred. Examples are underwriting approval, automatic, and automatic override."
"LIMIT_CHANGE_METHOD_TYPE","Other","2","1","","0","This describes how the limit change was made such as manual or automated."
"LIMIT_CHANGE_REASON_TYPE","Other","2","4","","0","This minor entity identifies the reason why the limit was changed such as good payment history, poor payment history, or bankruptcy."
"LIMIT_METRIC_TYPE","Other","2","1","","0","This entity identifies the types of metrics that could be stores about limits such as the limit amount, the amount used, and the amount on hold."
"LIMIT_RELATED_ROLE","Other","2","1","","0","This entity identifies the relationship of one limit approval to another limit approval such as one limit replaces another or overrides another limit."
"LIMIT_TYPE","Other","2","9","","0","This minor entity describes the type of limits that can apply to agreements, parties, cards, and geographic areas. For example, limits are established for credit card purchases, overdraft limit on deposits, cash advance limit, purchase limit for certain types of purchases, maximum withdrawal per day"
"LINE_OF_BUSINESS_CLASSIFICATION_SCHEME","Party Management","2","1","","0","This is a code for the method used to classify a line of business. Examples include internal reporting or regulatory reporting (e.g., Solvency II, and United States Annual Statement Line Of Business)."
"LINE_OF_BUSINESS_PARTY_METRIC","Party Management","9","5","","0","This entity contains metrics for a given party (counterparty) and for a given line of business (e.g., motor vehicle liability), for example, risk mitigation amount for nonlife reinsurance."
"LINE_OF_BUSINESS_RISK_SCENARIO_METRIC","Party Management","6","3","","0","This entity contains metrics at the insurance line of business level that are the results of a calculation based on a scenario."
"LISTED_PRODUCT_RELATED_ROLE_TYPE","Product Management","2","1","","0","A code for the reason one exchange listed product is related to another. For example, Product 1 is an ""underlying"" product for Product 2 as in the case where a stock issue is an underlying product for a stock option. The role in this case is ""underlying."""
"LIST_UPDATE_REASON","Other","2","1","","0","The categories of reasons that updates were made to a contact list.  Examples include: - R = refresh - P = price change"
"LOAN_AGREEMENT","Agreement/Account","7","3","CREDIT_AGREEMENT","2","This entity contains only those customer accounts that are loans (assets) from the financial institution's perspective. Loan accounts include mortgages, loans, credit cards, and leases.  It is a subtype to CREDIT AGREEMENT."
"LOAN_CHANGE_REASON","Agreement/Account","2","2","","0","This describes the reason the loan terms and conditions are being changed such as financial difficulty/troubled debt of customer, to keep customer, or customer seeking better terms,."
"LOAN_GL_ACCOUNT","Agreement/Account","0","0","ASSET_ACCOUNT","0","The entity that provides details for the loan account. Loan is by far the largest asset item for a bank."
"LOAN_MATURITY_SUBTYPE","Agreement/Account","2","1","","0","This minor entity identifies whether this loan account has a maturity period as part of its conditions. For example, mortgages have a maturity date.  Values: - Has maturity - Does not have a maturity"
"LOAN_MODIFICATION","Agreement/Account","9","4","","0","Loan modifications are loans where the terms and conditions have been modified or the original loan expiration date has been adjusted. Loan modifications do not result in a new agreement being established. If a borrower is having trouble paying back the loan then it may be eligible for a modificatio"
"LOAN_MODIFICATION_TYPE","Agreement/Account","2","1","","0","The modification type that identifies the specific terms that were altered through loss mitigation efforts.  Valid values in the United States could be: - 0 = Loan has not been modified - 6 = ASF Streamline - 8 = FHFA Streamline (Specific to program announced 12/15/08) - 9 = FDIC Streamline (""Mod in"
"LOAN_PROVISION_BALANCE","Agreement/Account","7","5","","0","This entity tracks the balances of general and specific provisions for losses that have not been recorded directly to the income statement. It is intended to support Pillar 3 of the Basel Accord, specifically Table 4's requirement for the ""reconciliation in changes in the allowances for loan impairm"
"LOAN_PROVISION_CHANGE","Agreement/Account","8","1","","0","This entity tracks changes to general and specific provisions for losses that have not been recorded directly to the income statement. It is intended to support Pillar 3 of the Basel Accord, specifically Table 4's requirement for the ""reconciliation in changes in the allowances for loan impairment."""
"LOAN_RESTRUCTURE","Agreement/Account","5","3","","0","This entity contains information about restructuring the loan, which may be due to the inability of the borrower to pay, but it may also be due to the borrower seeking better terms and conditions for the loan such as a refinance. This may be a result of the remediation plan.  A loan that is restruct"
"LOAN_REVIEW","Agreement/Account","6","4","","0","This entity tracks the results of the loan review procedures over time."
"LOAN_REVIEW_RESULT_TYPE","Agreement/Account","2","1","","0","This minor entity identifies the result of the loan review process.  Examples: - No further action required - More detail review required - More information required"
"LOAN_REVIEW_TYPE","Agreement/Account","2","1","","0","This minor entity defines the various review categories for the loan account.  Examples: - Payment records - Collateral quality - Collateral condition - Completeness of loan documentation - Borrower's financial condition - Conforms to the landing policies - Receivable values - Inventory values"
"LOAN_TERM_AGREEMENT","Agreement/Account","27","2","LOAN_AGREEMENT","4","This entity contains information about accounts that are loans (assets) and have a term associated with it such as mortgages. It includes home equity loans, mortgages, personal loans, standby letters of credit, bill of exchange and other types of loans.  This is a subtype entity to LOAN AGREEMENT.  "
"LOAN_TERM_SUBTYPE","Agreement/Account","2","1","","0","This minor entity contains the code for the type of loan such as consumer loan, real estate mortgage, automobile loan, lease, or letter of credit."
"LOAN_TRANSACTION_AGREEMENT","Agreement/Account","1","1","LOAN_AGREEMENT","3","This entity contains information about loans that do not have a term such as credit card and current accounts. It currently has no attributes so is a placeholder for future attributes specific to loan transaction accounts.  This is a subentity to LOAN AGREEMENT."
"LOAN_TRANSACTION_SUBTYPE","Agreement/Account","2","1","","0","This minor entity classifies the type of loan transaction account such as credit card or home equity line of credit."
"LOCAL_TAX","Other","0","0","WITHHOLDING_TAX","0","This entity holds information about local taxes that employers are required to withhold from associate's pay. Types of local taxes vary depending on the employer's tax jurisdiction. Examples of local taxes include city income tax."
"LOCATION_OF_LOSS_TYPE","Risk Management","2","1","","0","This classifies the loss as either on premises or off premises."
"LOCATOR","Party Management","2","44","","3","A LOCATOR provides a means of communications such as postal address, telephone number, or electronic address (e.g., email). A LOCATOR may also represent a physical mailing location (e.g., street, and post office box). Furthermore, a LOCATOR may represent any geopolitical area (e.g., country, city, o"
"LOCATOR_DEMOGRAPHIC","Party Management","7","3","","0","Provides the relationship of a LOCATOR to a specific DEMOGRAPHIC VALUE. Most geography demographics are describing geographical areas, but they may also describe individual street addresses.  Examples: - U.S. Postal Code 90210 has a characteristic of median income > $100,000 per year - A certain str"
"LOCATOR_METRIC","Party Management","12","6","","0","This entity tracks metrics for a given locator such as an insurance company's exposure to a certain geographic area. It can also track and forecast weather conditions such as high/low temperature, barometric pressure, rainfall, wind velocity, distance to nearest body of water, and humidity."
"LOCATOR_METRIC_TYPE","Party Management","2","2","","0","This entity contains the types of metrics for a geographic area and peril type combination such as number of claims, total insured value, gross capital requirement, capital requirement net of reinsurance, and total claim payments."
"LOCATOR_PERIL_TYPE_METRIC","Party Management","9","5","","0","This entity contains metrics for a given geographic area (e.g., country) and for a given peril type (e.g., fire)."
"LOCATOR_RELATED","Party Management","5","1","","0","The relationships that exist between two locators, as specified by LOCATOR RELATED REASON. The locator relationships are kept over time allowing analysis aggregated by the current or a historic composition of geographical areas.  Examples: - A PARCEL ADDRESS or STREET ADDRESS may be related with the"
"LOCATOR_RELATED_REASON","Party Management","2","1","","0","This is a domain of values indicating why one occurrence of locator has a relationship to another locator. This includes any relationships that may exist between the LOCATOR subtype hierarchies.  Examples: - A PARCEL ADDRESS or STREET ADDRESS may be related with the GEOSPATIAL POINT of their main en"
"LOCATOR_SUBTYPE","Party Management","2","1","","0","A subtype discriminator for LOCATOR. Examples are address and geographical area."
"LOCATOR_TO_LOCATOR_DISTANCE","Party Management","4","1","","0","This entity contains the measured distance between two points for those points that do not change their location over time."
"LOCATOR_USAGE_TYPE","Party Management","2","2","","0","The way a LOCATOR (i.e., address) is used in a specific instance, usually by a PARTY.  Examples: - Market to - Bill to - Ship to - Customer service - Home phone - Home fax - Work email  Other examples: - Residence, personal - Business, organization - Government, municipal - Important place (e.g., na"
"LOCK_BOX_CHANNEL_INSTANCE","Channel Management","2","1","CHANNEL_INSTANCE","0","Lock box is a channel provided by the bank where the bank establishes a 'Post Office Box' address for each corporate customer. It provides for more efficient delivery of mail (checks) by the postal service directly to the bank, processes them, and deposits the payments directly into the business' ac"
"LONG_TERM_DEBT_ACCOUNT","Agreement/Account","0","0","NONCURRENT_LIABILITY_ACCOUNT","0","The entity that provides details for the long-term debt. Long-term debt is the liability amount due in a year or more."
"LOOKBACK_OPTION","Investment Management","0","0","OPTION_PRODUCT","0","An exotic option that allows investors to ""look back"" at the underlying prices occurring over the life of the option, and then exercise based on the underlying asset's optimal value."
"LOSS_ADJUSTED_EXPENSE_ACCOUNT","Agreement/Account","0","0","OTHER_EXPENSE_ACCOUNT","0","The entity is the GL account for the loss and loss adjustment expenses incurred."
"LOSS_ADJUSTED_RESERVE_ACCOUNT","Agreement/Account","0","0","OTHER_LIABILITY_ACCOUNT","0","The entity is the GL account for loss and loss adjustment reserves."
"LOSS_GIVEN_DEFAULT_RISK_GRADE_VALUE","Risk Management","3","2","RISK_GRADE_VALUE","0","This entity is a subtype of RISK GRADE VALUE. This entity provides for the capability to relate a specific (LGD) percentage in the entity RISK GRADE VALUE to the combination of (1) a specific type of exposure, as detailed in the entity AGREEMENT CLASS VALUE, and (2) a specific PRODUCT."
"LOYALTY_ACCOUNT_EARNING","Agreement/Account","6","1","REWARD_EVENT","0","This is a subtype of transaction associated with an account balance transaction that tracks all reward earnings posted to a rewards account.  It tracks the quantity of loyalty/reward units earned for a business transaction.  An example is a credit card purchase where one point is earned for each dol"
"LOYALTY_ACCOUNT_EARNING_TYPE","Agreement/Account","2","1","","0","This entity groups loyalty account earnings by type.  Examples: - Rebate earning - Merchandise earning - Travel earning"
"LOYALTY_ACCOUNT_REDEMPTION","Agreement/Account","1","0","REWARD_EVENT","0","This is a subtype of transaction associated with an account balance transaction that tracks all award disbursements from a rewards account.  Examples: - Usage of credit card points for airline travel or merchandise purchase"
"LOYALTY_AGREEMENT","Agreement/Account","1","2","AGREEMENT","0","This is an agreement issued by an enterprise to a customer to encourage purchase or usage behavior by issuing rewards in the form of discounts or the accumulation of points."
"LOYALTY_AGREEMENT_LEVEL","Agreement/Account","5","2","","0","This associates a loyalty program level to a loyalty account over time."
"LOYALTY_CONVERSION","Campaign/Marketing","4","0","","0","Calculation factor used to determine the unit equivalence of units in one program with that of another program or within the same program."
"LOYALTY_LEVEL","Campaign/Marketing","4","3","","0","The domain of achievement ratings that may be associated with the reward benefits level.  Examples: - B: Bronze - S: Silver - G: Gold"
"LOYALTY_LEVEL_QUALIFYING_UNIT","Campaign/Marketing","6","3","","0","This is used to define a relationship between a program loyalty level, the loyalty units that are eligible toward that level and the number of units needed to qualify for a given loyalty level."
"LOYALTY_PARTY_ROLE_TYPE","Party Management","2","1","","0","The responsibilities that a party may carry out in the management and maintenance of a reward program."
"LOYALTY_PROGRAM","Campaign/Marketing","1","5","PRODUCT","0","This is the domain of programs for tracking and logging rewards and reward packages such as credit card usage rewards.  It is a type of product offered by the financial institution with its own set of terms and conditions and for which an account is set up once joined."
"LOYALTY_PROGRAM_PARTY","Party Management","5","3","","0","A history of the roles (as specified by Loyalty Party Role Cd) that a party has in the management and maintenance of a reward program."
"LOYALTY_PROGRAM_UNIT","Campaign/Marketing","4","5","","0","This represents a loyalty unit that is assigned to a loyalty program."
"LOYALTY_UNIT","Campaign/Marketing","7","3","","0","This is a user-defined loyalty unit that, when accumulated, may be used to qualify for higher status levels within a loyalty program or special offers and may be used as a form of exchange for loyalty awards and purchases. Examples might be dollars spent, number of accounts, or longevity as a custom"
"LOYALTY_UNIT_TYPE","Campaign/Marketing","3","1","","0","This is a user-defined type used to further categorize a loyalty unit. For example, types might be used to identify loyalty units that are used for a promotion only, a specific bonus, to distinguish between regional and international distances flown or dollars spent internally versus with a partner "
"MAJOR_DIAGNOSTIC_CATEGORY","Other","2","2","","0","Major Diagnostic Category (MDC) is formed by dividing all possible principal diagnoses into 25 mutually exclusive diagnosis areas. The diagnoses in each MDC correspond to a single organ system or etiology and in general are associated with a particular medical specialty.  Examples: - MDC 1 = Disease"
"MAKE_GOOD_ORDER","Other","2","2","AD_ORDER_HEADER","2","This entity captures information regarding advertisement orders where the customer is unhappy with the placement or the placement failed to occur so a make good request is issued."
"MAN-MADE_EVENT","Event Management","1","0","CAUSAL_EVENT","0","This includes all causal events that are man-made events.  Examples: - Sporting events - Car accidents - Vandalism - Riots - Political events - Economic events (country credit default, stock market crash) - Parades - Oil spill"
"MANUFACTURER_MODEL","Other","5","3","","0","This entity contains model information for a tangible item from a manufacturer."
"MARGIN_AGREEMENT","Agreement/Account","1","0","LOAN_TRANSACTION_AGREEMENT","0","A brokerage account in which the broker lends the customer cash to purchase securities. The loan in the account is collateralized by the securities and cash. If the value of the stock drops sufficiently, the account holder will be required to deposit more cash or sell a portion of the stock, which i"
"MARITAL_STATUS_TYPE","Other","2","3","","0","A code for the marital status such as single, married, widowed, or divorced."
"MARKETING_EXPENSE_ACCOUNT","Agreement/Account","0","0","OPERATING_EXPENSE_ACCOUNT","0","The entity that indicates the operating expense pertains to marketing. Marketing expenses are related the actual marketing of a product (i.e., advertising)."
"MARKETING_GOAL_TYPE","Investment Management","2","1","","0","A code for the commercial marketing target such as expand portfolio or retain portfolio."
"MARKETING_SUPPORT_TYPE","Investment Management","2","2","","0","A code for the type of marketing support that the insurance company provides its agent to market themselves such as brochures, gifts to give their customers, advertisements, and mailings."
"MARKET_DATA_PROVIDER_BUSINESS_TYPE","Party Management","0","0","ORGANIZATION_BUSINESS_TYPE","0","A classification of an organization as a vendor of market and product data."
"MARKET_INDEX","Investment Management","4","3","","0","This entity tracks the value of a collection of stocks or other securities over time such as the U.S. Dow Jones 30 Industrial, the FTSE 500, and Tokyo Nikkei 300.  The index is usually published by a party, such as the Wall Street Journal publishes the Dow Jones Industrial Average index of 30 indust"
"MARKET_INDEX_VALUE","Investment Management","5","2","","0","The closing price for this index. The value of the index may be an average expressed relative to a predetermined market value. The algorithm for the computation of the index value differs from one index to another."
"MARKET_MAKER_BUSINESS_TYPE","Party Management","0","0","ORGANIZATION_BUSINESS_TYPE","0","A classification of an organization that accepts the risk of holding a particular security in order to facilitate trading in that security. Each market maker competes for customer order flow by displaying buy and sell quotations for a guaranteed number of units. Once an order is received, the market"
"MARKET_PARTICIPANT_PARAMETER","Investment Management","8","3","","0","This table is a list of market participant types and parameters as listed in the Basel Accord.  Market participant types as listed in the Basel Accord: - Corporate - Bank - Sovereign - Small medium enterprise (SME) corporate - Small medium enterprise (SME) retail - Retail"
"MARKET_PLAN","Investment Management","9","3","","0","This entity contains market and planning information when first creating a market strategy for a product. Some of the information in this entity is based on market research. For example, if the product is a home equity line of credit, then the following analysis could be done:  For each market segme"
"MARKET_QUOTATION","Investment Management","8","4","","0","This entity contains the value of the investment product, in a specified currency, at a specified date and time, at a specified stock exchange, and as reported by a party (such as Reuters). If the time is 24:00, the value represents the final value of that day.  This is the market feed or market quo"
"MARKET_QUOTATION_METRIC","Investment Management","6","3","","0","This entity contains the various metrics that are reported about this investment product at a point-in-time.  Examples of metrics include: - Last bid price - Last ask price - Earnings per share - Average earnings per share - Average earnings per share four weeks ago - Beta (correlation with benchmar"
"MARKET_QUOTATION_METRIC_TYPE","Investment Management","2","4","","0","A code for the type of metric that is reported by the information reporting company such as Reuters or Bloomberg. The metrics can vary.  Examples: - Last bid price - Last ask price - Earnings per share - Average earnings per share - Average earnings per share four weeks ago - Beta (correlation with "
"MARKET_QUOTATION_TIME_PERIOD_METRIC","Investment Management","8","4","","0","This entity contains the market feeds that report metrics about an instrument (e.g., stock, bond, or their derivative) over a period of time. It gives information such as high and low for the day, and high and low for a time period (e.g., 52 week high and low).  The metrics reported can vary by repo"
"MARKET_RISK_DERIVATIVE_TREATMENT_PARAMETER","Risk Management","5","2","","0","This is the Market Risk Amendment Tables 4 and 5, which show for a given group of products (e.g., government debt security) whether there is a specific risk charge and the method for general market risk charge (e.g., charge as two positions or as one position in each currency)."
"MARKET_RISK_HORIZONTAL_DISALLOWANCE_CALCULATION","Risk Management","7","2","","0","This entity contains the horizontal disallowance that is calculated within and between banding zones when calculating interest rate market risk using the standardized approach."
"MARKET_RISK_NATIONAL_MARKET_GROUP","Risk Management","1","1","AGREEMENT_GROUP","0","This entity contains those investments in financial instruments such as equities (e.g., stock) that are grouped according to the national market the instrument belongs for general market risk calculation purposes. For example, all equities for corporations in India may be grouped together."
"MARKET_RISK_TYPE","Risk Management","2","1","","0","The classification of market risk this banking agreement is exposed to.  Examples: - Equity market price fluctuations - Interest rate price fluctuations - Foreign exchange price fluctuations - Commodity market risk - No market risk exposure"
"MARKET_SEGMENT","Investment Management","10","18","","0","A grouping of parties for marketing or analysis purposes. A market segment can be reused, can receive multiple offers, serve as a control group, or be used for customer and product analysis purposes.  A market segment is different from a party group in that a market segment is created from an intern"
"MARKET_SEGMENT_DEMOGRAPHIC","Party Management","7","3","","0","The characteristics that qualify a PARTY to be a member of a MARKET SEGMENT. If there can be more than one value for each type of demographic then the demographic value would become part of the primary key.  Example: - Income between $20,000 and $29,999 - Made more than five purchases in the last mo"
"MARKET_SEGMENT_GROUP","Investment Management","2","1","","0","Allows related market segments to be grouped together.  Example: - To segment top spenders into 10 segments, these 10 segments can now all be grouped together by relating them to the same MARKET SEGMENT GROUP, for example, ""Top spenders by decile."""
"MARKET_SEGMENT_SCHEME","Investment Management","4","2","","0","This entity describes the method for segmentation such as income, location, or age. A scheme can result in many segments."
"MARK_TO_MARKET","Investment Management","3","0","INVESTMENT_PRODUCT_EVENT","0","Mark to market is the updating of the value of a financial product position based on market data, and depending on the financial product, a valuation model.  The position that is updated is the agreement found in AGREEMENT EVENT."
"MASS_PROMOTION","Campaign/Marketing","1","0","PROMOTION","0","This is a subtype entity to PROMOTION. A lowest level campaign may be a mass promotion. A mass promotion is directed towards a group of people. This entity has no attributes other than the primary key but was created to show the different types of promotions."
"MATCH_LIST_MEMBER","Other","3","0","WATCH_LIST_MEMBER","0","This entity contains those members that have successfully matched against the watch list."
"MATURITY_EVENT_ALERT","Event Management","1","0","ALERT_EVENT","0","This entity is an alert that an instrument or investment transaction/agreement has matured. This can include bonds issued by your organization that are due for principal payment. It can include maturing of time deposit accounts. There is one instance for each maturing contract. This is used for Trea"
"MAXIMUM_ALLOWABLE_COST","Other","4","2","","0","A list of multisource DRUG NDCs subject to a Maximum Allowable Cost (MAC) payment schedule developed by the PBM and payable by a client. Typically, referred to as a MAC List.  Modeling note: MAXIMUM ALLOWABLE COST (MAC) is a price list used by PBM to set charge to insurance.  Examples: - MAC should "
"MEASUREMENT","Other","8","7","","2","A determination of the size or magnitude of something that can be performed. A MEASUREMENT could be done against the instance of the item, a piece of equipment, a facility or portion of a building, a person, or other physical object. A MEASUREMENT may require the use of specific equipment, a person "
"MEASUREMENT_CONDITION_TYPE","Other","2","1","","0","This entity identifies whether a MEASUREMENT can represent an acceptable and standard condition for another MEASUREMENT.  Example: - A reading may require that the humidity around the surface of an item is between 0% and 60% or the reading results may be in question."
"MEASUREMENT_DIAGNOSTIC_TYPE","Other","2","1","","0","A code for the results of a measurement test such as pass or fail."
"MEASUREMENT_EVENT","Event Management","3","3","EVENT","1","This entity identifies an EVENT that captures the results of taking a MEASUREMENT. Planned MEASUREMENT EVENTs can be used to schedule such activities as monitoring, maintenance, and/or repair. Examples of MEASUREMENT EVENTs can happen at goods receipt inspection, production batch quality testing, ne"
"MEASUREMENT_EVENT_MEASURE","Event Management","7","9","","0","This entity identifies all of the MEASUREMENTs that were obtained during a MEASUREMENT EVENT.  This could be the value for a reading or test or the actual conditions at the time of the reading or test.  Examples for measurements that are vehicle movement related: - Speed: The speed of the motor vehi"
"MEASUREMENT_EVENT_MEASURE_TYPE","Event Management","2","1","","0","MEASUREMENT EVENT MEASURE TYPE identifies whether the MEASUREMENT EVENT MEASURE represents a test/reading or the actual conditions at the time of the MEASUREMENT EVENT such as actual humidity or temperature."
"MEASUREMENT_EVENT_PURPOSE","Channel Management","2","1","","0","This entity describes the purpose of the MEASUREMENT EVENT.  Examples: - Ensure product quality - Analyze equipment maintenance rates"
"MEASUREMENT_EVENT_RESULT","Event Management","4","3","","0","This entity captures the actual STANDARD RESULT SET(s) attained during a MEASUREMENT EVENT.  Examples: - A blood test could result in readings of white blood cell count and a platelet count. - When an inspection is taken, the results could be both the actual cube measurement and the actual weight."
"MEASUREMENT_EVENT_RESULT_TYPE","Event Management","2","1","","0","This entity allows for the classification of a result from a MEASUREMENT EVENT. For example, in semiconductor manufacturing, typical types could include bin or parametric. For a given item instance, thousands of parametric results are collected – one result for each unique parameter. Based on these "
"MEASUREMENT_EVENT_TYPE","Event Management","2","1","","0","This entity defines the types of MEASUREMENT EVENT.  Examples: - Goods receipt inspection - Production batch quality testing - New product introduction experiments - Truckload examination - Customer diagnostic testing - Reseller receipt inspections  For on board diagnostic codes/reading, examples co"
"MEASUREMENT_READING","Other","1","1","MEASUREMENT","0","A type of MEASUREMENT that represents output from an instance of an item such as the reading of an onboard diagnostic code, RFID tag scan, or equipment error code."
"MEASUREMENT_RELATED","Other","5","1","","0","This entity identifies the relationships between MEASUREMENTs. For example, the company created examinations can be tied to the related governmental requirement for an examination, a test that is dependent on another test (such as when the medium used by one test distorts the output from a second te"
"MEASUREMENT_RELATED_ROLE","Other","2","1","","0","This entity identifies the roles that can be filled when two MEASUREMENTs are related. For example, a new MEASUREMENT could replace, or be substituted, for an existing MEASUREMENT.  MEASUREMENT RELATED ROLE can also identify that one MEASUREMENT is a standard condition for a second MEASUREMENT."
"MEASUREMENT_STANDARD_CONDITION","Other","0","0","MEASUREMENT","0","This entity identifies the standard and usual conditions for a MEASUREMENT such as an acceptable humidity range from 80% to 85% or a temperature humidity combination where the test must be performed at 85 Celsius and 85% humidity. MEASUREMENT STANDARD CONDITIONs are usually predetermined before test"
"MEASUREMENT_STANDARD_RESULT","Other","5","3","","0","This entity identifies the expected outcome to be achieved by a MEASUREMENT, for example, humidity less than 10%, or temperature greater than 50 degrees."
"MEASUREMENT_STANDARD_RESULT_TYPE","Other","2","1","","0","This entity identifies the type of MEASUREMENT STANDARD RESULT at the time of its assignment to the STANDARD RESULT SET such as acceptable results, warning results, and unacceptable results."
"MEASUREMENT_SUBTYPE","Other","2","1","","0","This entity identifies the classification of a MEASUREMENT such as readings, examinations, experiments, inspections, tests, and metrics."
"MEDIA_PLAYER","Other","7","1","ONLINE_APPLICATION_ACCESS","0","This entity captures information specific to media player actions.  Note: This entity utilizes the generic item identifier for the title being played."
"MEDICAID_STATISTICAL_INFORMATION_SYSTEM_CLAIM_TYPE","Claims Management","2","1","","0","The claim type as defined by the Medicaid Statistical Information System (MSIS).  Examples: - Fee-for-service claim - Capitated payment - Encounter record - Service tracking claim - Supplemental payment"
