Question_ID,Category,Section,Question_Text,Emerging,Developing,Practicing,Innovating,Leading,Roles,Industries,Business_Functions,Is_Financial,Is_TBA,Review_Types
557,Outcomes,Analytic Capabilities,"A Customer Journey analytic, identifying the sequence of events which lead to or follow from specific events?",Relatively simplistic analysis of single channel journeys (eg journey through web),"Core cross channel interactions (web browsing, purchasing) are collected and customers identified across channels. Begin to analyze multi-channel journeys","Additional events are collected and identified including cross channel interactions, marketing contacts and responses. Path analytics embedded in business units with defined actions driven by specific business rules. Linkage into more traditional contact strategy.",Using path analytics to identify or discover unexpected or unusual patterns of behaviour that were not expected through usual hypotheses. Extensive event table to capture multiple types of events and interactions.,Near real-time analysis of cross-channel customer journeys prompting automatic messaging and intercessions with specific business objectives in mind . Also providing input into propensity models. Journey analytics utilized for both driving personalized customer interactions and to identify process issues and opportunities to improve customer experience,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
558,Outcomes,Analytic Capabilities,"Event Analytics, delivering a systematic approach to identifing customer events to drive highly relevant interactions",Small portfolio of events detected using static traditional data sources. e.g. Key Birthdays  Events detected on weekly / monthly basis with dependency on load of core data feeds.,Expanding portfolio of events covering a limited range of business objectives /  data sources incl. history and using more sophisticated transactional event detection routines. Data latency constraints being addressed to improve performance of events – daily / weekly,Medium portfolio of events covering a wider range of business objectives /  data sources incl. history and using more sophisticated transactional event detection routines. Data latency constraints have been addressed and most are now executed on a daily basis.,"Medium to large portfolio of events, mostly detected on daily basis from an expanding range of data sources including transactions and interactions. (Including online). Some intra-day event detection performed, particularly for digital channels. Established set of event detection methodologies are utilised depending on timeliness and complexity of data.","Large portfolio of events detected on a real-time / intraday / daily basis from a rich variety of data sources including transactions, interactions and external data. Advanced event detection routines such as machine learning finds unusual patterns of behaviour and detects changes in behaviour over time. Events are combined to specialise customer treatment and increase response. Active test and  learn methodology continuously trials new event types.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
559,Outcomes,Analytic Capabilities,"Customer Segmentation, defining and dividing the customer base into a number of clearly identifiable segments that have similar needs, behaviours or communication characteristics",No consistent definition of segmentation objectives across business.  Very few rules based segmentation models mainly based on demographic data with limited use to support product centric activity. No periodic refresh.,"Small number of basic statistical segmentation models based on customer demographics, product holding or business sector.. Mainly product  and revenuue focussed and within the marketing function.","Increased number of clear segmentation, with regular refresh (monthly)
Segment  not only product focus but include customer life stage based on marketing and non marketing data (such as customer LTV)
Segments generally included within offer targeting and refresh on a regular basis","Range of clearly defined segmentations linked to business objectives. Wide range of usage including product development, campaign targeting, strategy enablement, service delivery. Automated monitoring of segment movement and business outcomes. Primary segmentation starting to be embedded into day to day business decisions and used by most some key functional areas.","Multiple customer segmentations tightly linked to customer, product and channel strategies. Segments based on a wide range of attributes such as value, depth of relationship, behaviour and need. Segmentation used for both strategic and operational uses. Monitoring of outcomes linked to strategic direction. Primary segmentation embedded into day to day business decisions and used widely across key functional areas.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
560,Outcomes,Analytic Capabilities,"Customer Connection Analytics, understanding the network a customer is in to capture the most influential person, forces and patterns of a social network",Clusters of micro-segments with common interest and behaviour,Find the key influencers in a micro-segment through graph and advanced clustering techniques. Calculating the strength of the relationship and how strong a role the influencer is playing,Find similar influencers with people-like-me techniques to expand and understand the influencer as a separate segment,Embedding the knowledge of the influencer within a social network to special treatment and personal campaigns to ensure retention.,"Embed knowledge of social network into forecasting analytics and create scenarios for retention, cluster build and central network expansion for multiple business use cases (marketing/promotion, product adaptation, etc.)",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
561,Outcomes,Analytic Capabilities,"Behaviour/Preference Analytics, translating observable customer interactions into actionalbe insights around their overall behaviour and product/service preferences","Basic understanding of current customer preferences regarding products, categories, and interaction channels.","Ability to impute customer preferences without direct evidence on that customer, based on the observed preferences and priorities of similar customers over time.","Ability to assign priorities to different customer preferences, across channel and product.  Systemic ability to modify offerings and customer treatment strategies based on current set of exhibited behaviours.",Ability to customize customer communications and treatment strategies based on these insights as well as the financial implications of different treatment strategies.,"Enterprise-accessible repository of customer behaviours and segments, both current and predicted.  Ability to predict, test and measure likely customer preferences for new situations ((e.g. how they may react to a newly available channel or product set) based on their demographic, behavioral and customer journey attributes",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
562,Outcomes,Analytic Capabilities,"Customer Life Stage Analytics, to utilize customer transactions, interactions and self-reported information to develop a full understanding of where they are in their relevant lifestages (e.g. starting out, married, children, empty nesters, retired etc.)",Little or no understanding of which Customer Life Stages are relevant to the industry and limited ability to understand where customers are other than by direct conversation.,Rudimentary understanding of Customer Life Stage based on self-reported status of customer. Data captured from customer,Identification and utilization of Customer Life Stage insight for targeting offers and messages to specific Life Stage-based customer segments.  Some understanding of which Life Stages are particularly relevant for the industry.,"Development of innovative, non-traditional Life Stages that address specific customer needs for the industry – e.g., targeting sports cars to empty-nesters or Honeymoon Banking packages to newly engaged couples. Utilize external data such as demographic data in addition to self reported life stage data",Customer Life Stage insight informs all aspects of customer analytics and individual customer treatment strategies. Longer term customer strategy can be made more relevant.,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
563,Outcomes,Analytic Capabilities,"Customer Acquisition, to increase the efficiency of customer acquisition to ensure cost effective recruitment of desired new customers",Aggregate summary acquisition data available for reporting - not loaded at individual customer / applicant level for some processes,Summary acquisition data loaded at a customer level for completed acquisitions in weekly batch for some processes,Detailed acquisition data at a customer level in a daily batch for key products. Begin to link acquisition sources to results.,Detailed acquisition data (for in progress and completed cases) showing channel / progress steps / accept rejection reasons loaded for most products in a daily batch. Analysis of acquisition.,Intraday load of all acquisition data at a summary and detail level for all in progress / completed acquisitions showing channel / progress steps / information collected / accept / reject reasons. Triggers defined for proactive follow up of incomplete applications.. Utilize attribution to measure impact of acquisition sources/channels and re-allocate marketing spend as needed..,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
564,Outcomes,Analytic Capabilities,"Customer Onboarding and Development, including optimising the onboarding and introduction of new customers to create profitable future relationships",Limited strategy for  on-boarding program ((may be limited to Welcome Email or direct mail) with basic reporting/analytics. Small portfolio of events  and interactions captured and stored. Interactions are primarily transactional using static traditional data sources. Events detected on weekly / monthly basis with dependency on load of core data feeds.,On-boarding strategy and program exists. Focus is on most popular products or offers.  Expanding portfolio of events /interactions. covering a limited range of business objectives /  data sources incl. history and using more sophisticated transactional event detection routines. Data latency constraints being addressed to improve performance of events – daily / weekly,"Multi-step on-boarding program however, content and cadence is customized by customer segment. Beginning to measure results and incremental revenue or engagement. Medium portfolio of events (50-200) covering a wider range of business objectives /  data sources incl. history and using more sophisticated transactional event detection routines. Data latency constraints have been addressed and most are now executed on a daily basis.","Personalized, multi-step on-boarding program. Content and delivery channel are personalized to customer. Closed loop reporting to measure results . Testing of new and adjust go forward interactions. Medium to large portfolio (200-500) of events, mostly detected on daily basis from an expanding range of data sources including transactions and interactions. (Including online). Some intra-day event detection performed, particularly for digital channels. Established set of event detection methodologies are utilised depending on timeliness and complexity of data.","Personalized, multi-step on-boarding program where content, delivery channel and  cadence of messaging are based on customer actions. Large portfolio of events (500+) detected on a real-time / intraday / daily basis from a rich variety of data sources including transactions, interactions and external data. Advanced event detection routines such as machine learning finds unusual patterns of behaviour and detects changes in behaviour over time.  Active test and  learn methodology continuously trials new event types.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
565,Outcomes,Analytic Capabilities,Customer Retention analytics to develop strategies to retain declining customers,Basic events and measures calculated for use in ad-hoc customer retention activity.,Analytics used to drive the development of treatment strategies to address retention issues. Small number of retention campaigns run on monthly batch cycle.,"Retention platform calculates customer segmentation which is used for weekly proactive retention campaigns - based on churn scores and understanding of simple churn related events. Test and measure retention offers, treatments..","Customer, product or revenue retention campaigns executed on a daily basis using lifecycle knowledge including decline in usage, decline in product holding or reduced activity. Closed loop analysis of retention campaigns for effectiveness.","Cross channel Next Best Action (NBA) based on complex churn-value analytics running automatically driven by context and real-time triggers. Defined retention strategies that are continually tested, analysed and assessed for effectiveness.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
566,Outcomes,Analytic Capabilities,Customer Churn analytics to predict customers who are likley to churn and react to potential churn events,Aggregate churn indicators and some rules based estimation of churn probability with irregular use in business processes,Identification of different churn scenarios and key data correlating to produce churn segments per customer and apply to carry out proactive churn retention campaigns based on these indicators.,Systematic use of correlation models to build permanent churn models based on internal transactional data and some external data to produce churn scores. Systematic use of churn scores across multiple functional areas. Single company understanding of churn level definitions.,"Multi-dimensional, behaviour based churn models, including contextual data and social influence analytics to predict and explain churn and its causes.
Single company understanding on churn level definitions across departments.","Streamline results into company strategy and processes automatically or make decisions to change business process based on insights. Permanent multi-dimensional, behaviour based churn models, including contextual data and social influence analytics to predict and explain churn and its causes. Single company understanding on churn level definitions across departments.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
567,Outcomes,Analytic Capabilities,Customer Re-Engagement analytics to respond to early warning signs of reduced customer activity and enact strategies to re-engage customer relationships,No specific targeted customer re-engagement activities performed,Rudimentary understanding of early warning signs of dormancy from a limited range of data sources but no operational deployment specify strategies deployed to re-engage declining customer relationships,Good understanding of early warning signs of dormancy from a diverse range of data sources and small range of strategies operationally deployed to re-engage declining customer relationships,Detailed understanding of early warning signs of dormancy from a diverse range of data sources and growing range of strategies operationally deployed to re-engage declining customer relationships. Appreciation of customer value used to determine amount invested in re-engaging the relationship.,Detailed understanding of early warning signs of dormancy from a diverse range of data sources and large range of strategies operationally deployed to re-engage declining customer relationships. Appreciation of customer value used to determine amount invested in re-engaging the relationship. Test and learn activity refines successful treatment strategies and continuously ROI in this activity,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
568,Outcomes,Analytic Capabilities,"Analytics to create Customer Loyalty, including attracting profitable customers and create long term brand engagement","Program with basic benefits based on visits, products purchased or dollars spent. Program may not be well integrated across channels. Program is measured on metrics such as: total number of members, percent of total customers TY/LY, new members, spending per member as compared to LY and non-members..","Program evolves to have reward levels based on member revenue. Improved cross channel integration of program, rewards, redemptions and program data. Program success metrics are  expanded to include redemption metrics, analysis of  rewards redemption by customer segments,,",Fully integrated program across channels with mobile as a key component.  Member interactions and events are captured and processed to the loyalty system intraday. Program metrics include member profitability /cost to serve.,Program begins to include personalization of benefits./rewards. Program metrics expand to include survey based measurements of success.,"Program benefits include experiential rewards such ass special member events, and rewards may include partner companies . Member interactions and events are collected real time for mobile, website and point of sale real time personalization and offers. Metrics are robust and include member profitability, program profitability, and multi genre analytics are leveraged for robust customer satisfaction scores. Text analytics are used for insights into voice of the member regarding the program, value to the members and overall brand  experience.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
569,Outcomes,Analytic Capabilities,Cross-sell / Up-sell analytics that identify and execute the best opportunities of upsell and cross-sell to increase organisational profit and individual customer value,Outbound push based campaigns generated on a monthly basis according to marketing calendar rather than customer need. Loosely targeted offers based on simple business rules and products previously purchased.,Small portfolio of cross-sell / up-sell events detected using static traditional data sources. E.g. Key Birthdays  Events detected on weekly / monthly basis with dependency on load of core data feeds.,Expanding portfolio of cross sell / up-sell events covering a limited range of product & service areas / data sources including history and using more sophisticated transactional event detection routines. Data latency constraints being addressed to improve performance of events – daily / weekly,Medium to large portfolio of cross sell / up-sell events detected on daily basis from an expanding range of data sources including transactions and interactions. (including online) Established set of event detection methodologies are utilised depending on timeliness and complexity of data. Batch prioritisation process used to identify most appropriate customer offers.,"Large portfolio of cross sell / up-sell events detected on a real-time / intraday / daily basis from a rich variety of data sources including transactions, interactions and external data. Advanced event detection routines such as machine learning finds unusual patterns of behaviour and detects changes in behaviour over time. Events are combined to specialise customer treatment and increase response. Next Best Offer framework used to prioritise offers based on value and channel context.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
570,Outcomes,Analytic Capabilities,Contact Optimization analytics to create a contact policy framework to regular the interactions and contacts to customers,Simple contact policy rules operate at campaign level within channel – controlling solicitation levels based on previous campaign selections,Channel level contact policy rules regulate customer solicitation based on recency and frequency contact,"Cross channel contact policy rules regulate solicitation rules based on recency, frequency and outcome of contact","Overarching contact framework controls customer solicitation levels across all channels for all activity optimised for time of contact- based on multiple dimensions such as timeliness of event, channel medium and direction, recency, frequency, objective and reason of previous contact and outcome detail. Contacts optimised based on business objectives and constraints.","Overarching contact framework controls customer solicitation levels across all channels for all activity - based on multiple dimensions such as timeliness of event, channel medium and direction, recency, frequency, objective and reason of previous contact and outcome detail. Contacts optimised based on business objectives and constraints. Contacts optimization dimension include inbound interactions.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
571,Outcomes,Analytic Capabilities,"Response Optimization, organising marketing campaigns to achieve the highest response and conversion rates",Limited A/B testing for outbound marketing core messages and  campaigns. Manual response loop on single campaign performance. Weekly campaign response reporting focused on sales and response/conversion rate.,"Expand A/B testing with more advanced parameters like time, more granular segmentation. Modify marketing campaigns to fit accordingly. Build a response flow that includes marketing KPI’s as well as conversation rate to purchase/transaction response",Run response optimization in an automated fashion where workflows are outlined and next marketing activity is triggered based on customers’  individual responses.  Daily reporting of marketing responses.,Add contextual features like geo/location to the marketing campaign and optimize the response accordingly. Embed dynamically adaptive messages into the campaign process. Understand impact of campaign in present and trends over time. Intra day dashboard to measure campaign response.,"Provide real time, contextual marketing. Create predictive models to forecast response and embed scenario planning into the marketing campaign planning and execution. Automated management of  marketing levers ; time, channel, device, product, pricing etc. including for real time. Contextual marketing. Real time streaming of responses (A/B test)and ability to adjust marketing based on real time results.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
572,Outcomes,Analytic Capabilities,Cross Channel Customer Experience analytics that develop appropriate and cost effective cross-channel communications and interactions to drive customer experience and increase revenue,"Traditional outbound channels as such direct mail, email and telephone primarily used for customer communication. Channel selection based on ability to meet volume based targets.","Expanding range of channels integrated to increase customer reach including some inbound channels such as Call Centres, physical locations (branches, stores) or online. Channel selection starts to be aligned to customer preference and usage patterns","Expanding range of channels integrated to increase customer reach including some inbound channels such as Call Centres, physical locations (branches, stores) or  online. Channel selection utilises intelligent mix of inbound and outbound channels aligning business objectives with customer preference and usage patterns",Comprehensive channel coverage across all inbound and outbound channels enabling omni-channel campaign execution and customer interactions across a range of business objectives.,"Comprehensive channel coverage across all inbound and outbound channels enabling omni-channel campaign execution across a range of business objectives. Extended reach into digital channels with ability to target at  one to one level for non authenticated web site , mobile (anonymous user)and 3rd party and social media sites using paid media.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
573,Outcomes,Analytic Capabilities,"Contextual Decisioning, that make interactions more relevant by considering other events over space and time as context of the customer interaction",Leads/customer segments and offers  generated in batch and presented to channels without regard for context of customer interaction. Manual decisioning used in some channels to select from multiple offers that fits best with interaction reason.,Some channel systems able to identify high level process being undertaken for customer and pass this information to decision environment at point of interaction. Context drives simple weighted prioritisation of batch pre-generated offers.,"Context identified, classified and passed all from inbound channels including face to face and digital channels. Allows context of interaction to be included in arbitration / prioritisation rules.","Micro context identified in channel such as location, transaction detail, step of process, status of request or browsing history driving improved relevance of offers.","Automated real-time interactions driven by context input from complex events involving location, transaction detail, step of process, status of request or browsing history plus automated response adaptation driving more refined decisioning and improved relevance of offers.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
574,Outcomes,Analytic Capabilities,"Call/Contact Center Optimization, increasing the first call resolution and reduce customers returning calls on same topic","Provide call centre agent relevant customer data including access to customer events, products purchased , channel interaction updated weekly.  Provide recommedned action or product by customer segment via models updated weekly","Provide call centre agent relevant customer data including access to customer events, products purchased , channel interaction updated daily.  Provide recommedned action or product by customer segment via models updated weekly.","Understand whether some agents consistently handle complaints better than others - do they resolve complaints more quickly & are there fewer follow on complaints? Use customer data to  begin to optimize operational efficiency  such as route handling, optimised IVR,",Apply text and sentiment analytics to  call center logs to capture customer feedback. Utilize text and sentiment analytics to enhance customer  models and satisfaction measures.  Leverage customer pathing analytics to identify process or service issues and address.,Real –time decisioning presents best message/offer based on context of current and/or  last customer interaction. Create prediction models for when a customer or situation will lead to increased likelihood to complain. Provide call center agents with  prioritized list of remediation. Actions.,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
575,Outcomes,Analytic Capabilities,"Digital optimisation, that uses the customer's on-line journies and browsing behaviours to streamline websites and mobile app navigation",Basic website and mobile application abandonment /bounce statistics and reporting. Issue identified through manual testing process.,Merging abandonment /bounce statistics  with customer data and transaction data to  identify impact of website/mobile  issues.,Traditional statistics based root cause analysis and funnel reporting to identify customer drop out.,Sessionization and path analytics to fully understand customer interactions with channel and across channels,Automated monitoring of digital journeys with alerts to significant changes in behaviors,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
576,Outcomes,Analytic Capabilities,"Search Engine Optimization, to improve relevancy of web site search results to drive higher conversion",Limited visibility and measurement of search query performance. Limited on-going maintenance of keywords to improve query results. Higher levels of customer abandonment.,Reports identify zero result queries. Manual process is in place  to add reduce zero result queries,Reporting in place to identify zero and other under performing queries. Testing automated process to predict keywords. Proportionately higher utilisation and success of search versus less developed capability.,Automated process to create keywords and update. Beginning to develop and test improvements to ranking algorithms. Active measurement of customer abandonment both of search process directly and several “steps down the journey” from search.,Automated process to predict and update key words. Ranking algorithms are optimized for best results. Performance of search queries is monitored on a regular basis and declining performance is identified. A/B testing is utilized to measure search query and conversion improvement.,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
577,Outcomes,Analytic Capabilities,Personalization of offers to move from mass customisation of offers (based on broad segments) to a 1:1 personalisation of customer communications using individual customer data,"Limited personalisation of basic fields (eg, name). Campaign activity still cell based with no offer customisation capabilities.",Personalization of banners or images based on large customer segments and simple business rules or analytics (example: product preference),"Personalisation and customisation can happen beyond basic fields. Micro segmentation drives better offer choices and campaign details can be applied, using business rules.","Personalisation at individual customer level  and dynamically driven based on details data (transactions, interactions, demographics, derived data or scores) and business rules. Copy and content within an execution can be personalised with individual illustrations. Campaigns can have 000’s of variants.","Personalisation beyond simple customer data. Offers can also be dynamically flexed based on advanced analytics, 3rd party data (e.g. Social Media) and complex business rules. Multiple assets within a creative can be personalised using document composition technology. Campaigns have millions of unique variants",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
578,Outcomes,Analytic Capabilities,"Next Best Action Arbitration, determing the next best action for a customer when they interact with the company",Simple next best action arbitration performed in batch using prioritisation of a limited set of offers and actions across a small number of customer segments.,Next best action arbitration extended to cover broader set of customer actions driven primarily from individual level decisioning performed against  predictive models.,Next best action arbitration extended to  a comprehensive set of customer actions driven primarily from individual level decisioning performed against an expanding set of data sources,"Next best action arbitration for a broad range of customer treatments across a wide range of inbound channels. NBA logic uses diverse sources of data such as customer segmentation, predictive models, triggers and customer value measures.","Next best action arbitration applied consistently across real time and batch campaign engines. NBA logic dynamically calculated in real-time using context of interaction in inbound channels. NBA addresses different business objectives such as cross sales, retention, cost reduction or risk reduction.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
579,Outcomes,Analytic Capabilities,"Product Recommendation, presenting the most relevant product recommendation(s) based upon a customer/prospects interaction and previous behaviour",Simple (often binary) product recommendation based upon average customer behaviour (typically at gross product level),More complex recommendations based upon segment based customer behaviours,Move to individual customer-level recommendations with increasing scope and time horizons – eg product purchase patterns over time  and overlaid with external factors (weather),"More extended affinity considerations/models potentially with more diverse offers (eg link or bridge products, directional affinities). Extending the recommendation outside of product only to wider offers – eg based upon past interactions (dropped basket due to excess delivery charges – offer – free delivery). Utilise predictive techniques on attributes driving customer behaviour.","Highly contextual product offers based upon personal past purchase/browsing histories over extended timescales, fully automated real time delivery, utilising  the fullest extent of external data  (eg. location/weather ) and internal data (store range and stock) and profit optimisation strategies",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
580,Outcomes,Analytic Capabilities,"Multi-Step Campaigns, to create relevant 2-way dialogue with customers by determining next interaction based on outcome of previous interactions",Majority of campaigns are single step – monologue based repeated on regular basis,Use of multi-step starting to be used in some campaigns – primarily to trigger follow up activity to non responders,Multi-step approach largely embedded into campaign design. Stepping criteria  uses a small selection of events and triggers such as  customer response outcomes  or non-response,Multi-step approach embedded into campaign design. Stepping criteria  uses a variety of events and triggers such as customer response outcomes  and inferred responses. Subsequent steps always re-qualify initial eligibility criteria.,"Advanced use of multi-step techniques to orchestrate customer journeys across channels and create dialogue based approaches. Stepping criteria  uses a variety of events, triggers and customer listening techniques such as response outcomes and inferred responses. Subsequent steps always re-qualify initial product / offer and channel eligibility criteria. Real-time event may over-ride or change  timing or content of next action.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
581,Outcomes,Analytic Capabilities,"Campaign Effectiveness, analyzing the impact a specific campaign or groups of campaigns against the goal for the campaign and utilise that information to improve the results of future campaigns","Basic ability to measure and report upon sales, upgrades, channel usage by the target audience based on actual response or simple inference.",Commitment to and ability to execute and understand Champion/Challenger (A/B) testing,Processes and skills  in place to collect and understand  results by customer segment and micro-segment. Increasing sophistication of inference based measurement accounting for customer variability in following specified calls to action.,Ability to modify on-going and future campaigns based on the interim results of the current campaign and final results of previous campaigns – on a segment- or micro-segment-basis.,"Ability to project the Lifetime Value impact of campaigns based on how the customer responses affect current profitability, loyalty, etc. – and to modify targeting, messaging and offers accordingly to maximize that LTV. Move towards the development of sophisticated marketing attribution techniques to weight campaign contribution versus ATL or other BTL activity over an extended timescale.",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
582,Outcomes,Analytic Capabilities,"Marketing Attribution, to analyse the customer path to conversion to determine the impact of interactions on conversion and attribute the value of each interaction to sales or some other specific conversion type",Basic marketing measurement typically a ‘last-click’ type approach. Traditional attribution process runs at a campaign by campaign basis within channels silos. Activity measured limited to sales outcomes. Performed on an ad-hoc basis driven by campaign activity.,Primarily basic marketing measurement approaches run on a campaign by campaign basis. Campaign measurement process is automated and standard reports are produced. Experimentation started to investigate cross channel attribution methods but no systemised methodology or automated process developed.,Marketing attribution process semi automated and runs on a monthly basis. Scope limited to sales based outcomes from highest volume channels. Static reports produced issued to users.,Marketing attribution process fully automated and runs on a weekly basis. Scope includes most activity (>80%) including non sales outcomes and model considers interactions from most channels. Regular reporting issued to end users with simple dashboard summary.,Marketing attribution process fully automated and runs on a daily basis. Scope includes all activity and model considers interactions from all channels. Rich set of dashboards and interactive reporting makes data easily available to end users via self serve tools.,Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
583,Outcomes,Analytic Capabilities,"Brand Analytics, to quantify the impact of a company’s brand on marketing and company performance",Simple reporting of brand metrics – largely conducted by 3rd party agencies. Little analysis to link specific activity with business outcomes.,Growing range of brand effectiveness metrics – integrating internal and external measures to report on aggregate effectiveness of brand building activities,Growing range of brand effectiveness metrics – integrating internal and external measures to report on effectiveness of brand building activities – with ability to isolate the impact of specific advertising and direct marketing activities,"Large range of brand effectiveness metrics – integrating internal and external measures to report on effectiveness of brand building activities – with ability to isolate the impact of specific activities. Analytics used to drive a growing number of activities such as calendar planning, product development, pricing and media buying.","Comprehensive range of brand effectiveness metrics – integrating internal and external measures to report on effectiveness of brand building activities – with ability to isolate the impact of specific activities. Analytics used to drive a large number of activities such as calendar planning, product development and media buying. Sophisticated forecasting and simulation models enables optimisation of the media mix and marketing budget. Measures of Brand Equity calculated, tracked and reported,",Business Sponsor,Retail; Financial; Communications; Manufacturing; Travel & Transport; Energy & Natural Resources; Healthcare,Customer,True,False,Big Data Capability Review; Data Warehouse Maturity Review; AI and Machine Learning Review; Custom Review
